instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
289,13/01/2011,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7
290,13/01/2011,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2
291,13/01/2011,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2
292,13/01/2011,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3
293,13/01/2011,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4
294,13/01/2011,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3
295,13/01/2011,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28
296,13/01/2011,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72
297,13/01/2011,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202
298,13/01/2011,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139
299,13/01/2011,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38
300,13/01/2011,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37
301,13/01/2011,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52
302,13/01/2011,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83
303,13/01/2011,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42
304,13/01/2011,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60
305,13/01/2011,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78
306,13/01/2011,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162
307,13/01/2011,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144
308,13/01/2011,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99
309,13/01/2011,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64
310,13/01/2011,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40
311,13/01/2011,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30
312,13/01/2011,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15
313,14/01/2011,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14
314,14/01/2011,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5
315,14/01/2011,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1
316,14/01/2011,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1
317,14/01/2011,1,0,1,4,0,5,1,0,0,0,0,0,0,0,0
318,14/01/2011,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8
319,14/01/2011,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0,0,17,17
320,14/01/2011,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70
321,14/01/2011,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0,2,156,158
322,14/01/2011,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117
323,14/01/2011,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44
324,14/01/2011,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53
325,14/01/2011,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61
326,14/01/2011,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77
327,14/01/2011,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64
328,14/01/2011,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68
329,14/01/2011,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90
330,14/01/2011,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159
331,14/01/2011,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0,5,134,139
332,14/01/2011,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92
333,14/01/2011,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0,0,68,68
334,14/01/2011,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0,4,48,52
335,14/01/2011,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0,2,34,36
336,14/01/2011,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0,1,26,27
337,15/01/2011,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0,3,25,28
338,15/01/2011,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20
339,15/01/2011,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12
340,15/01/2011,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0,1,7,8
341,15/01/2011,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0,0,5,5
342,15/01/2011,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0,0,1,1
343,15/01/2011,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3
344,15/01/2011,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0,1,9,10
345,15/01/2011,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23
346,15/01/2011,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33
347,15/01/2011,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59
348,15/01/2011,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72
349,15/01/2011,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89
350,15/01/2011,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101
351,15/01/2011,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118
352,15/01/2011,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129
353,15/01/2011,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128
354,15/01/2011,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83
355,15/01/2011,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84
356,15/01/2011,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74
357,15/01/2011,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41
358,15/01/2011,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57
359,15/01/2011,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26
360,15/01/2011,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44
361,16/01/2011,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0,6,33,39
362,16/01/2011,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23
363,16/01/2011,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16
364,16/01/2011,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0,9,6,15
365,16/01/2011,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1
366,16/01/2011,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2
367,16/01/2011,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1
368,16/01/2011,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3
369,16/01/2011,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18
370,16/01/2011,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32
371,16/01/2011,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79
372,16/01/2011,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93
373,16/01/2011,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104
374,16/01/2011,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118
375,16/01/2011,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91
376,16/01/2011,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113
377,16/01/2011,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99
378,16/01/2011,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105
379,16/01/2011,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67
380,16/01/2011,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61
381,16/01/2011,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57
382,16/01/2011,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28
383,16/01/2011,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21
384,16/01/2011,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18
385,17/01/2011,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17
386,17/01/2011,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16
387,17/01/2011,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8
388,17/01/2011,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2
389,17/01/2011,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3
390,17/01/2011,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1
391,17/01/2011,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5
392,17/01/2011,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13
393,17/01/2011,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33
394,17/01/2011,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47
395,17/01/2011,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57
396,17/01/2011,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64
397,17/01/2011,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80
398,17/01/2011,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93
399,17/01/2011,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86
400,17/01/2011,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93
401,17/01/2011,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82
402,17/01/2011,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71
403,17/01/2011,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92
404,17/01/2011,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60
405,17/01/2011,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33
406,17/01/2011,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27
407,17/01/2011,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13
408,17/01/2011,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4
409,17/01/2011,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
410,18/01/2011,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
411,18/01/2011,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0
412,18/01/2011,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0
413,18/01/2011,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0
414,18/01/2011,1,0,1,5,1,1,0,0,0,0,0,0,0,0,0
415,18/01/2011,1,0,1,6,1,1,0,0,0,0,0,0,0,0,0
416,18/01/2011,1,0,1,7,1,1,0,0,0,0,0,0,0,0,0
417,18/01/2011,1,0,1,8,1,1,0,0,0,0,0,0,0,0,0
418,18/01/2011,1,0,1,9,1,1,0,0,0,0,0,0,0,0,0
419,18/01/2011,1,0,1,10,1,1,0,0,0,0,0,0,0,0,0
420,18/01/2011,1,0,1,11,1,1,0,0,0,0,0,0,0,0,0
421,18/01/2011,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3
422,18/01/2011,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22
423,18/01/2011,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28
424,18/01/2011,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35
425,18/01/2011,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61
426,18/01/2011,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125
427,18/01/2011,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133
428,18/01/2011,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99
429,18/01/2011,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0,0,83,83
430,18/01/2011,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41
431,18/01/2011,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33
432,18/01/2011,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,1,19,20
433,19/01/2011,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0,0,3,3
434,19/01/2011,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7
435,19/01/2011,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3
436,19/01/2011,1,0,1,3,0,3,1,0,0,0,0,0,0,0,0
437,19/01/2011,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2
438,19/01/2011,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7
439,19/01/2011,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32
440,19/01/2011,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90
441,19/01/2011,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197
442,19/01/2011,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109
443,19/01/2011,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47
444,19/01/2011,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52
445,19/01/2011,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70
446,19/01/2011,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78
447,19/01/2011,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75
448,19/01/2011,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82
449,19/01/2011,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104
450,19/01/2011,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197
451,19/01/2011,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161
452,19/01/2011,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112
453,19/01/2011,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76
454,19/01/2011,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59
455,19/01/2011,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59
456,19/01/2011,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28
457,20/01/2011,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13
458,20/01/2011,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0,2,3,5
459,20/01/2011,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0,0,2,2
460,20/01/2011,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
461,20/01/2011,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
462,20/01/2011,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6
463,20/01/2011,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35
464,20/01/2011,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101
465,20/01/2011,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249
466,20/01/2011,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143
467,20/01/2011,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57
468,20/01/2011,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68
469,20/01/2011,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0,7,77,84
470,20/01/2011,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98
471,20/01/2011,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81
472,20/01/2011,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70
473,20/01/2011,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91
474,20/01/2011,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215
475,20/01/2011,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185
476,20/01/2011,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152
477,20/01/2011,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126
478,20/01/2011,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57
479,20/01/2011,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56
480,20/01/2011,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31
481,21/01/2011,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21
482,21/01/2011,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6
483,21/01/2011,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2
484,21/01/2011,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1
485,21/01/2011,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1
486,21/01/2011,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5
487,21/01/2011,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27
488,21/01/2011,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68
489,21/01/2011,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217
490,21/01/2011,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166
491,21/01/2011,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63
492,21/01/2011,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59
493,21/01/2011,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78
494,21/01/2011,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73
495,21/01/2011,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62
496,21/01/2011,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65
497,21/01/2011,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97
498,21/01/2011,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161
499,21/01/2011,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120
500,21/01/2011,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96
501,21/01/2011,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53
502,21/01/2011,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41
503,21/01/2011,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34
504,21/01/2011,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27
505,22/01/2011,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13
506,22/01/2011,1,0,1,1,0,6,0,2,0.04,0,0.41,0.3881,3,9,12
507,22/01/2011,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11
508,22/01/2011,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7
509,22/01/2011,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3
510,22/01/2011,1,0,1,5,0,6,0,0,0,0,0,0,0,0,0
511,22/01/2011,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2
512,22/01/2011,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8
513,22/01/2011,1,0,1,8,0,6,0,1,0.02,0,0.44,0.3284,1,26,27
514,22/01/2011,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40
515,22/01/2011,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53
516,22/01/2011,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63
517,22/01/2011,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70
518,22/01/2011,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0,12,72,84
519,22/01/2011,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75
520,22/01/2011,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0,10,93,103
521,22/01/2011,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83
522,22/01/2011,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0,8,59,67
523,22/01/2011,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54
524,22/01/2011,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59
525,22/01/2011,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45
526,22/01/2011,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,0,39,39
527,22/01/2011,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0,7,23,30
528,22/01/2011,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,2,31,33
529,23/01/2011,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,2,20,22
530,23/01/2011,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,1,12,13
531,23/01/2011,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,3,15,18
532,23/01/2011,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,1,4,5
533,23/01/2011,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0
534,23/01/2011,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3
535,23/01/2011,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1
536,23/01/2011,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2
537,23/01/2011,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19
538,23/01/2011,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28
539,23/01/2011,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58
540,23/01/2011,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99
541,23/01/2011,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116
542,23/01/2011,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87
543,23/01/2011,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110
544,23/01/2011,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77
545,23/01/2011,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65
546,23/01/2011,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55
547,23/01/2011,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49
548,23/01/2011,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50
549,23/01/2011,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35
550,23/01/2011,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.194,5,20,25
551,23/01/2011,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.194,5,23,28
552,23/01/2011,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21
553,24/01/2011,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.194,0,7,7
554,24/01/2011,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.194,0,1,1
555,24/01/2011,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0
556,24/01/2011,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1
557,24/01/2011,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1
558,24/01/2011,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5
559,24/01/2011,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15
560,24/01/2011,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0,5,79,84
561,24/01/2011,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0,6,171,177
562,24/01/2011,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0,4,98,102
563,24/01/2011,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0,6,34,40
564,24/01/2011,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46
565,24/01/2011,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.194,11,52,63
566,24/01/2011,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60
567,24/01/2011,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,2,43,45
568,24/01/2011,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7,50,57
569,24/01/2011,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,4,66,70
570,24/01/2011,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184
571,24/01/2011,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.194,8,145,153
572,24/01/2011,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106
573,24/01/2011,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.194,1,80,81
574,24/01/2011,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6,53,59
575,24/01/2011,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35
576,24/01/2011,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24
577,25/01/2011,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9
578,25/01/2011,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5
